,level,left,top,organ
"16,109,117",16,109,117,27_skin
"16,109,118",16,109,118,27_skin
"16,109,119",16,109,119,27_skin
"16,109,126",16,109,126,34_colon_adenocarcionma
"16,109,127",16,109,127,34_colon_adenocarcionma
"16,109,128",16,109,128,34_colon_adenocarcionma
"16,109,129",16,109,129,34_colon_adenocarcionma
"16,109,130",16,109,130,34_colon_adenocarcionma
"16,109,131",16,109,131,34_colon_adenocarcionma
"16,109,132",16,109,132,34_colon_adenocarcionma
"16,109,166",16,109,166,42_esophagus
"16,109,167",16,109,167,42_esophagus
"16,109,168",16,109,168,42_esophagus
"16,109,169",16,109,169,42_esophagus
"16,109,170",16,109,170,42_esophagus
"16,109,171",16,109,171,42_esophagus
"16,109,172",16,109,172,42_esophagus
"16,109,173",16,109,173,42_esophagus
"16,110,13",16,110,13,04_right_colon
"16,110,14",16,110,14,04_right_colon
"16,110,15",16,110,15,04_right_colon
"16,110,16",16,110,16,04_right_colon
"16,110,17",16,110,17,04_right_colon
"16,110,18",16,110,18,04_right_colon
"16,110,19",16,110,19,04_right_colon
"16,110,20",16,110,20,04_right_colon
"16,110,21",16,110,21,04_right_colon
"16,110,22",16,110,22,04_right_colon
"16,110,23",16,110,23,04_right_colon
"16,110,25",16,110,25,04_right_colon
"16,110,72",16,110,72,19_jejunum
"16,110,73",16,110,73,19_jejunum
"16,110,74",16,110,74,19_jejunum
"16,110,75",16,110,75,19_jejunum
"16,110,76",16,110,76,19_jejunum
"16,110,77",16,110,77,19_jejunum
"16,110,78",16,110,78,19_jejunum
"16,110,79",16,110,79,19_jejunum
"16,110,80",16,110,80,19_jejunum
"16,110,81",16,110,81,19_jejunum
"16,110,82",16,110,82,19_jejunum
"16,110,83",16,110,83,19_jejunum
"16,110,84",16,110,84,19_jejunum
"16,110,85",16,110,85,19_jejunum
"16,110,89",16,110,89,19_jejunum
"16,110,90",16,110,90,19_jejunum
"16,110,104",16,110,104,27_skin
"16,110,105",16,110,105,27_skin
"16,110,106",16,110,106,27_skin
"16,110,107",16,110,107,27_skin
"16,110,108",16,110,108,27_skin
"16,110,109",16,110,109,27_skin
"16,110,110",16,110,110,27_skin
"16,110,111",16,110,111,27_skin
"16,110,112",16,110,112,27_skin
"16,110,113",16,110,113,27_skin
"16,110,114",16,110,114,27_skin
"16,110,115",16,110,115,27_skin
"16,110,116",16,110,116,27_skin
"16,110,117",16,110,117,27_skin
"16,110,118",16,110,118,27_skin
"16,110,119",16,110,119,27_skin
"16,110,120",16,110,120,27_skin
"16,110,127",16,110,127,34_colon_adenocarcionma
"16,110,128",16,110,128,34_colon_adenocarcionma
"16,110,129",16,110,129,34_colon_adenocarcionma
"16,110,130",16,110,130,34_colon_adenocarcionma
"16,110,131",16,110,131,34_colon_adenocarcionma
"16,110,132",16,110,132,34_colon_adenocarcionma
"16,110,165",16,110,165,42_esophagus
"16,110,166",16,110,166,42_esophagus
"16,110,167",16,110,167,42_esophagus
"16,110,168",16,110,168,42_esophagus
"16,110,169",16,110,169,42_esophagus
"16,110,170",16,110,170,42_esophagus
"16,110,171",16,110,171,42_esophagus
"16,110,172",16,110,172,42_esophagus
"16,110,173",16,110,173,42_esophagus
"16,110,174",16,110,174,42_esophagus
"16,111,12",16,111,12,04_right_colon
"16,111,13",16,111,13,04_right_colon
"16,111,14",16,111,14,04_right_colon
"16,111,15",16,111,15,04_right_colon
"16,111,16",16,111,16,04_right_colon
"16,111,17",16,111,17,04_right_colon
"16,111,18",16,111,18,04_right_colon
"16,111,19",16,111,19,04_right_colon
"16,111,20",16,111,20,04_right_colon
"16,111,21",16,111,21,04_right_colon
"16,111,22",16,111,22,04_right_colon
"16,111,23",16,111,23,04_right_colon
"16,111,24",16,111,24,04_right_colon
"16,111,25",16,111,25,04_right_colon
"16,111,26",16,111,26,04_right_colon
"16,111,70",16,111,70,19_jejunum
"16,111,71",16,111,71,19_jejunum
"16,111,72",16,111,72,19_jejunum
"16,111,73",16,111,73,19_jejunum
"16,111,74",16,111,74,19_jejunum
"16,111,75",16,111,75,19_jejunum
"16,111,76",16,111,76,19_jejunum
"16,111,77",16,111,77,19_jejunum
"16,111,78",16,111,78,19_jejunum
"16,111,79",16,111,79,19_jejunum
"16,111,80",16,111,80,19_jejunum
"16,111,81",16,111,81,19_jejunum
"16,111,82",16,111,82,19_jejunum
"16,111,83",16,111,83,19_jejunum
"16,111,84",16,111,84,19_jejunum
"16,111,89",16,111,89,19_jejunum
"16,111,90",16,111,90,19_jejunum
"16,111,103",16,111,103,27_skin
"16,111,104",16,111,104,27_skin
"16,111,105",16,111,105,27_skin
"16,111,106",16,111,106,27_skin
"16,111,107",16,111,107,27_skin
"16,111,108",16,111,108,27_skin
"16,111,109",16,111,109,27_skin
"16,111,110",16,111,110,27_skin
"16,111,111",16,111,111,27_skin
"16,111,112",16,111,112,27_skin
"16,111,113",16,111,113,27_skin
"16,111,114",16,111,114,27_skin
"16,111,115",16,111,115,27_skin
"16,111,116",16,111,116,27_skin
"16,111,117",16,111,117,27_skin
"16,111,118",16,111,118,27_skin
"16,111,119",16,111,119,27_skin
"16,111,120",16,111,120,27_skin
"16,111,165",16,111,165,42_esophagus
"16,111,166",16,111,166,42_esophagus
"16,111,167",16,111,167,42_esophagus
"16,111,168",16,111,168,42_esophagus
"16,111,169",16,111,169,42_esophagus
"16,111,170",16,111,170,42_esophagus
"16,111,171",16,111,171,42_esophagus
"16,111,172",16,111,172,42_esophagus
"16,111,173",16,111,173,42_esophagus
"16,111,174",16,111,174,42_esophagus
"16,111,175",16,111,175,42_esophagus
"16,112,11",16,112,11,04_right_colon
"16,112,12",16,112,12,04_right_colon
"16,112,13",16,112,13,04_right_colon
"16,112,14",16,112,14,04_right_colon
"16,112,15",16,112,15,04_right_colon
"16,112,20",16,112,20,04_right_colon
"16,112,23",16,112,23,04_right_colon
"16,112,24",16,112,24,04_right_colon
"16,112,25",16,112,25,04_right_colon
"16,112,26",16,112,26,04_right_colon
"16,112,27",16,112,27,04_right_colon
"16,112,69",16,112,69,19_jejunum
"16,112,70",16,112,70,19_jejunum
"16,112,71",16,112,71,19_jejunum
"16,112,72",16,112,72,19_jejunum
"16,112,73",16,112,73,19_jejunum
"16,112,74",16,112,74,19_jejunum
"16,112,75",16,112,75,19_jejunum
"16,112,76",16,112,76,19_jejunum
"16,112,77",16,112,77,19_jejunum
"16,112,78",16,112,78,19_jejunum
"16,112,79",16,112,79,19_jejunum
"16,112,80",16,112,80,19_jejunum
"16,112,81",16,112,81,19_jejunum
"16,112,82",16,112,82,19_jejunum
"16,112,83",16,112,83,19_jejunum
"16,112,84",16,112,84,19_jejunum
"16,112,87",16,112,87,19_jejunum
"16,112,88",16,112,88,19_jejunum
"16,112,89",16,112,89,19_jejunum
"16,112,90",16,112,90,19_jejunum
"16,112,103",16,112,103,27_skin
"16,112,104",16,112,104,27_skin
"16,112,105",16,112,105,27_skin
"16,112,106",16,112,106,27_skin
"16,112,107",16,112,107,27_skin
"16,112,108",16,112,108,27_skin
"16,112,109",16,112,109,27_skin
"16,112,111",16,112,111,27_skin
"16,112,112",16,112,112,27_skin
"16,112,113",16,112,113,27_skin
"16,112,114",16,112,114,27_skin
"16,112,115",16,112,115,27_skin
"16,112,116",16,112,116,27_skin
"16,112,117",16,112,117,27_skin
"16,112,118",16,112,118,27_skin
"16,112,119",16,112,119,27_skin
"16,112,120",16,112,120,27_skin
"16,112,136",16,112,136,34_colon_adenocarcionma
"16,112,137",16,112,137,34_colon_adenocarcionma
"16,112,138",16,112,138,34_colon_adenocarcionma
"16,112,139",16,112,139,34_colon_adenocarcionma
"16,112,165",16,112,165,42_esophagus
"16,112,166",16,112,166,42_esophagus
"16,112,167",16,112,167,42_esophagus
"16,112,168",16,112,168,42_esophagus
"16,112,169",16,112,169,42_esophagus
"16,112,170",16,112,170,42_esophagus
"16,112,171",16,112,171,42_esophagus
"16,112,172",16,112,172,42_esophagus
"16,112,173",16,112,173,42_esophagus
"16,112,174",16,112,174,42_esophagus
"16,112,175",16,112,175,42_esophagus
"16,113,11",16,113,11,04_right_colon
"16,113,12",16,113,12,04_right_colon
"16,113,13",16,113,13,04_right_colon
"16,113,14",16,113,14,04_right_colon
"16,113,24",16,113,24,04_right_colon
"16,113,25",16,113,25,04_right_colon
"16,113,26",16,113,26,04_right_colon
"16,113,27",16,113,27,04_right_colon
"16,113,69",16,113,69,19_jejunum
"16,113,70",16,113,70,19_jejunum
"16,113,71",16,113,71,19_jejunum
"16,113,72",16,113,72,19_jejunum
"16,113,73",16,113,73,19_jejunum
"16,113,74",16,113,74,19_jejunum
"16,113,75",16,113,75,19_jejunum
"16,113,76",16,113,76,19_jejunum
"16,113,77",16,113,77,19_jejunum
"16,113,78",16,113,78,19_jejunum
"16,113,79",16,113,79,19_jejunum
"16,113,80",16,113,80,19_jejunum
"16,113,81",16,113,81,19_jejunum
"16,113,82",16,113,82,19_jejunum
"16,113,83",16,113,83,19_jejunum
"16,113,86",16,113,86,19_jejunum
"16,113,87",16,113,87,19_jejunum
"16,113,88",16,113,88,19_jejunum
"16,113,89",16,113,89,19_jejunum
"16,113,90",16,113,90,19_jejunum
"16,113,91",16,113,91,19_jejunum
"16,113,102",16,113,102,27_skin
"16,113,103",16,113,103,27_skin
"16,113,105",16,113,105,27_skin
"16,113,106",16,113,106,27_skin
"16,113,107",16,113,107,27_skin
"16,113,108",16,113,108,27_skin
"16,113,109",16,113,109,27_skin
"16,113,111",16,113,111,27_skin
"16,113,112",16,113,112,27_skin
"16,113,113",16,113,113,27_skin
"16,113,114",16,113,114,27_skin
"16,113,115",16,113,115,27_skin
"16,113,116",16,113,116,27_skin
"16,113,117",16,113,117,27_skin
"16,113,118",16,113,118,27_skin
"16,113,119",16,113,119,27_skin
"16,113,135",16,113,135,34_colon_adenocarcionma
"16,113,136",16,113,136,34_colon_adenocarcionma
"16,113,137",16,113,137,34_colon_adenocarcionma
"16,113,138",16,113,138,34_colon_adenocarcionma
"16,113,139",16,113,139,34_colon_adenocarcionma
"16,113,140",16,113,140,34_colon_adenocarcionma
"16,113,164",16,113,164,42_esophagus
"16,113,165",16,113,165,42_esophagus
"16,113,166",16,113,166,42_esophagus
"16,113,167",16,113,167,42_esophagus
"16,113,168",16,113,168,42_esophagus
"16,113,169",16,113,169,42_esophagus
"16,113,170",16,113,170,42_esophagus
"16,113,171",16,113,171,42_esophagus
"16,113,172",16,113,172,42_esophagus
"16,113,173",16,113,173,42_esophagus
"16,113,174",16,113,174,42_esophagus
"16,113,175",16,113,175,42_esophagus
"16,113,176",16,113,176,42_esophagus
"16,114,11",16,114,11,04_right_colon
"16,114,12",16,114,12,04_right_colon
"16,114,13",16,114,13,04_right_colon
"16,114,25",16,114,25,04_right_colon
"16,114,26",16,114,26,04_right_colon
"16,114,27",16,114,27,04_right_colon
"16,114,28",16,114,28,04_right_colon
"16,114,70",16,114,70,19_jejunum
"16,114,72",16,114,72,19_jejunum
"16,114,73",16,114,73,19_jejunum
"16,114,74",16,114,74,19_jejunum
"16,114,75",16,114,75,19_jejunum
"16,114,76",16,114,76,19_jejunum
"16,114,77",16,114,77,19_jejunum
"16,114,78",16,114,78,19_jejunum
"16,114,79",16,114,79,19_jejunum
"16,114,80",16,114,80,19_jejunum
"16,114,81",16,114,81,19_jejunum
"16,114,82",16,114,82,19_jejunum
"16,114,83",16,114,83,19_jejunum
"16,114,85",16,114,85,19_jejunum
"16,114,86",16,114,86,19_jejunum
"16,114,87",16,114,87,19_jejunum
"16,114,88",16,114,88,19_jejunum
"16,114,89",16,114,89,19_jejunum
"16,114,90",16,114,90,19_jejunum
"16,114,91",16,114,91,19_jejunum
"16,114,102",16,114,102,27_skin
"16,114,103",16,114,103,27_skin
"16,114,104",16,114,104,27_skin
"16,114,105",16,114,105,27_skin
"16,114,106",16,114,106,27_skin
"16,114,107",16,114,107,27_skin
"16,114,108",16,114,108,27_skin
"16,114,109",16,114,109,27_skin
"16,114,111",16,114,111,27_skin
"16,114,112",16,114,112,27_skin
"16,114,113",16,114,113,27_skin
"16,114,114",16,114,114,27_skin
"16,114,115",16,114,115,27_skin
"16,114,116",16,114,116,27_skin
"16,114,117",16,114,117,27_skin
"16,114,118",16,114,118,27_skin
"16,114,119",16,114,119,27_skin
"16,114,134",16,114,134,34_colon_adenocarcionma
"16,114,135",16,114,135,34_colon_adenocarcionma
"16,114,136",16,114,136,34_colon_adenocarcionma
"16,114,137",16,114,137,34_colon_adenocarcionma
"16,114,138",16,114,138,34_colon_adenocarcionma
"16,114,139",16,114,139,34_colon_adenocarcionma
"16,114,140",16,114,140,34_colon_adenocarcionma
"16,114,164",16,114,164,42_esophagus
"16,114,165",16,114,165,42_esophagus
"16,114,166",16,114,166,42_esophagus
"16,114,167",16,114,167,42_esophagus
"16,114,168",16,114,168,42_esophagus
"16,114,169",16,114,169,42_esophagus
"16,114,170",16,114,170,42_esophagus
"16,114,171",16,114,171,42_esophagus
"16,114,172",16,114,172,42_esophagus
"16,114,173",16,114,173,42_esophagus
"16,114,174",16,114,174,42_esophagus
"16,114,175",16,114,175,42_esophagus
"16,114,176",16,114,176,42_esophagus
"16,114,177",16,114,177,42_esophagus
"16,115,11",16,115,11,04_right_colon
"16,115,25",16,115,25,04_right_colon
"16,115,26",16,115,26,04_right_colon
"16,115,27",16,115,27,04_right_colon
"16,115,28",16,115,28,04_right_colon
"16,115,71",16,115,71,19_jejunum
"16,115,72",16,115,72,19_jejunum
"16,115,73",16,115,73,19_jejunum
"16,115,74",16,115,74,19_jejunum
"16,115,75",16,115,75,19_jejunum
"16,115,76",16,115,76,19_jejunum
"16,115,77",16,115,77,19_jejunum
"16,115,78",16,115,78,19_jejunum
"16,115,79",16,115,79,19_jejunum
"16,115,80",16,115,80,19_jejunum
"16,115,81",16,115,81,19_jejunum
"16,115,82",16,115,82,19_jejunum
"16,115,83",16,115,83,19_jejunum
"16,115,84",16,115,84,19_jejunum
"16,115,85",16,115,85,19_jejunum
"16,115,86",16,115,86,19_jejunum
"16,115,87",16,115,87,19_jejunum
"16,115,88",16,115,88,19_jejunum
"16,115,89",16,115,89,19_jejunum
"16,115,90",16,115,90,19_jejunum
"16,115,91",16,115,91,19_jejunum
"16,115,101",16,115,101,27_skin
"16,115,102",16,115,102,27_skin
"16,115,106",16,115,106,27_skin
"16,115,107",16,115,107,27_skin
"16,115,108",16,115,108,27_skin
"16,115,109",16,115,109,27_skin
"16,115,110",16,115,110,27_skin
"16,115,111",16,115,111,27_skin
"16,115,112",16,115,112,27_skin
"16,115,113",16,115,113,27_skin
"16,115,114",16,115,114,27_skin
"16,115,115",16,115,115,27_skin
"16,115,116",16,115,116,27_skin
"16,115,117",16,115,117,27_skin
"16,115,118",16,115,118,27_skin
"16,115,136",16,115,136,34_colon_adenocarcionma
"16,115,137",16,115,137,34_colon_adenocarcionma
"16,115,138",16,115,138,34_colon_adenocarcionma
"16,115,139",16,115,139,34_colon_adenocarcionma
"16,115,140",16,115,140,34_colon_adenocarcionma
"16,115,144",16,115,144,34_colon_adenocarcionma
"16,115,164",16,115,164,42_esophagus
"16,115,165",16,115,165,42_esophagus
"16,115,166",16,115,166,42_esophagus
"16,115,167",16,115,167,42_esophagus
"16,115,168",16,115,168,42_esophagus
"16,115,169",16,115,169,42_esophagus
"16,115,170",16,115,170,42_esophagus
"16,115,171",16,115,171,42_esophagus
"16,115,172",16,115,172,42_esophagus
"16,115,173",16,115,173,42_esophagus
"16,115,174",16,115,174,42_esophagus
"16,115,175",16,115,175,42_esophagus
"16,115,176",16,115,176,42_esophagus
"16,115,177",16,115,177,42_esophagus
"16,115,178",16,115,178,42_esophagus
"16,116,19",16,116,19,04_right_colon
"16,116,26",16,116,26,04_right_colon
"16,116,27",16,116,27,04_right_colon
"16,116,28",16,116,28,04_right_colon
"16,116,29",16,116,29,04_right_colon
"16,116,70",16,116,70,19_jejunum
"16,116,71",16,116,71,19_jejunum
"16,116,72",16,116,72,19_jejunum
"16,116,73",16,116,73,19_jejunum
"16,116,74",16,116,74,19_jejunum
"16,116,75",16,116,75,19_jejunum
"16,116,76",16,116,76,19_jejunum
"16,116,77",16,116,77,19_jejunum
"16,116,78",16,116,78,19_jejunum
"16,116,79",16,116,79,19_jejunum
"16,116,80",16,116,80,19_jejunum
"16,116,81",16,116,81,19_jejunum
"16,116,82",16,116,82,19_jejunum
"16,116,83",16,116,83,19_jejunum
"16,116,84",16,116,84,19_jejunum
"16,116,85",16,116,85,19_jejunum
"16,116,86",16,116,86,19_jejunum
"16,116,87",16,116,87,19_jejunum
"16,116,88",16,116,88,19_jejunum
"16,116,89",16,116,89,19_jejunum
"16,116,90",16,116,90,19_jejunum
"16,116,91",16,116,91,19_jejunum
"16,116,101",16,116,101,27_skin
"16,116,102",16,116,102,27_skin
"16,116,106",16,116,106,27_skin
"16,116,107",16,116,107,27_skin
"16,116,108",16,116,108,27_skin
"16,116,109",16,116,109,27_skin
"16,116,110",16,116,110,27_skin
"16,116,111",16,116,111,27_skin
"16,116,112",16,116,112,27_skin
"16,116,113",16,116,113,27_skin
"16,116,114",16,116,114,27_skin
"16,116,115",16,116,115,27_skin
"16,116,116",16,116,116,27_skin
"16,116,117",16,116,117,27_skin
"16,116,118",16,116,118,27_skin
"16,116,137",16,116,137,34_colon_adenocarcionma
"16,116,138",16,116,138,34_colon_adenocarcionma
"16,116,139",16,116,139,34_colon_adenocarcionma
"16,116,140",16,116,140,34_colon_adenocarcionma
"16,116,144",16,116,144,34_colon_adenocarcionma
"16,116,165",16,116,165,42_esophagus
"16,116,166",16,116,166,42_esophagus
"16,116,167",16,116,167,42_esophagus
"16,116,168",16,116,168,42_esophagus
"16,116,169",16,116,169,42_esophagus
"16,116,170",16,116,170,42_esophagus
"16,116,171",16,116,171,42_esophagus
"16,116,172",16,116,172,42_esophagus
"16,116,173",16,116,173,42_esophagus
"16,116,174",16,116,174,42_esophagus
"16,116,175",16,116,175,42_esophagus
"16,116,176",16,116,176,42_esophagus
"16,116,177",16,116,177,42_esophagus
"16,116,178",16,116,178,42_esophagus
"16,116,179",16,116,179,42_esophagus
"16,117,19",16,117,19,04_right_colon
"16,117,20",16,117,20,04_right_colon
"16,117,21",16,117,21,04_right_colon
"16,117,27",16,117,27,04_right_colon
"16,117,28",16,117,28,04_right_colon
"16,117,29",16,117,29,04_right_colon
"16,117,30",16,117,30,04_right_colon
"16,117,70",16,117,70,19_jejunum
"16,117,71",16,117,71,19_jejunum
"16,117,72",16,117,72,19_jejunum
"16,117,73",16,117,73,19_jejunum
"16,117,74",16,117,74,19_jejunum
"16,117,75",16,117,75,19_jejunum
"16,117,76",16,117,76,19_jejunum
"16,117,77",16,117,77,19_jejunum
"16,117,78",16,117,78,19_jejunum
"16,117,79",16,117,79,19_jejunum
"16,117,80",16,117,80,19_jejunum
"16,117,81",16,117,81,19_jejunum
"16,117,82",16,117,82,19_jejunum
"16,117,83",16,117,83,19_jejunum
"16,117,84",16,117,84,19_jejunum
"16,117,85",16,117,85,19_jejunum
"16,117,86",16,117,86,19_jejunum
"16,117,87",16,117,87,19_jejunum
"16,117,88",16,117,88,19_jejunum
"16,117,89",16,117,89,19_jejunum
"16,117,90",16,117,90,19_jejunum
"16,117,91",16,117,91,19_jejunum
"16,117,101",16,117,101,27_skin
"16,117,102",16,117,102,27_skin
"16,117,105",16,117,105,27_skin
"16,117,106",16,117,106,27_skin
"16,117,107",16,117,107,27_skin
"16,117,108",16,117,108,27_skin
"16,117,109",16,117,109,27_skin
"16,117,110",16,117,110,27_skin
"16,117,111",16,117,111,27_skin
"16,117,112",16,117,112,27_skin
"16,117,113",16,117,113,27_skin
"16,117,114",16,117,114,27_skin
"16,117,115",16,117,115,27_skin
"16,117,116",16,117,116,27_skin
"16,117,117",16,117,117,27_skin
"16,117,118",16,117,118,27_skin
"16,117,138",16,117,138,34_colon_adenocarcionma
"16,117,140",16,117,140,34_colon_adenocarcionma
"16,117,165",16,117,165,42_esophagus
"16,117,166",16,117,166,42_esophagus
"16,117,167",16,117,167,42_esophagus
"16,117,168",16,117,168,42_esophagus
"16,117,169",16,117,169,42_esophagus
"16,117,170",16,117,170,42_esophagus
"16,117,171",16,117,171,42_esophagus
"16,117,172",16,117,172,42_esophagus
"16,117,173",16,117,173,42_esophagus
"16,117,174",16,117,174,42_esophagus
"16,117,175",16,117,175,42_esophagus
"16,117,176",16,117,176,42_esophagus
"16,117,177",16,117,177,42_esophagus
"16,117,178",16,117,178,42_esophagus
"16,117,179",16,117,179,42_esophagus
"16,118,20",16,118,20,04_right_colon
"16,118,23",16,118,23,04_right_colon
"16,118,28",16,118,28,04_right_colon
"16,118,29",16,118,29,04_right_colon
"16,118,30",16,118,30,04_right_colon
"16,118,70",16,118,70,19_jejunum
"16,118,71",16,118,71,19_jejunum
"16,118,72",16,118,72,19_jejunum
"16,118,73",16,118,73,19_jejunum
"16,118,74",16,118,74,19_jejunum
"16,118,75",16,118,75,19_jejunum
"16,118,76",16,118,76,19_jejunum
"16,118,77",16,118,77,19_jejunum
"16,118,78",16,118,78,19_jejunum
"16,118,79",16,118,79,19_jejunum
"16,118,80",16,118,80,19_jejunum
"16,118,81",16,118,81,19_jejunum
"16,118,82",16,118,82,19_jejunum
"16,118,83",16,118,83,19_jejunum
"16,118,84",16,118,84,19_jejunum
"16,118,85",16,118,85,19_jejunum
"16,118,86",16,118,86,19_jejunum
"16,118,87",16,118,87,19_jejunum
"16,118,88",16,118,88,19_jejunum
"16,118,89",16,118,89,19_jejunum
"16,118,90",16,118,90,19_jejunum
"16,118,91",16,118,91,19_jejunum
"16,118,101",16,118,101,27_skin
"16,118,102",16,118,102,27_skin
"16,118,103",16,118,103,27_skin
"16,118,104",16,118,104,27_skin
"16,118,105",16,118,105,27_skin
"16,118,106",16,118,106,27_skin
"16,118,107",16,118,107,27_skin
"16,118,108",16,118,108,27_skin
"16,118,109",16,118,109,27_skin
"16,118,110",16,118,110,27_skin
"16,118,111",16,118,111,27_skin
"16,118,112",16,118,112,27_skin
"16,118,113",16,118,113,27_skin
"16,118,114",16,118,114,27_skin
"16,118,115",16,118,115,27_skin
"16,118,116",16,118,116,27_skin
"16,118,117",16,118,117,27_skin
"16,118,118",16,118,118,27_skin
"16,118,139",16,118,139,34_colon_adenocarcionma
"16,118,166",16,118,166,42_esophagus
"16,118,167",16,118,167,42_esophagus
"16,118,168",16,118,168,42_esophagus
"16,118,169",16,118,169,42_esophagus
"16,118,170",16,118,170,42_esophagus
"16,118,171",16,118,171,42_esophagus
"16,118,172",16,118,172,42_esophagus
"16,118,173",16,118,173,42_esophagus
"16,118,174",16,118,174,42_esophagus
"16,118,175",16,118,175,42_esophagus
"16,118,176",16,118,176,42_esophagus
"16,118,177",16,118,177,42_esophagus
"16,118,178",16,118,178,42_esophagus
"16,118,179",16,118,179,42_esophagus
"16,118,180",16,118,180,42_esophagus
"16,119,23",16,119,23,04_right_colon
"16,119,28",16,119,28,04_right_colon
"16,119,29",16,119,29,04_right_colon
"16,119,30",16,119,30,04_right_colon
"16,119,70",16,119,70,19_jejunum
"16,119,71",16,119,71,19_jejunum
"16,119,72",16,119,72,19_jejunum
"16,119,73",16,119,73,19_jejunum
"16,119,74",16,119,74,19_jejunum
"16,119,75",16,119,75,19_jejunum
"16,119,76",16,119,76,19_jejunum
"16,119,77",16,119,77,19_jejunum
"16,119,78",16,119,78,19_jejunum
"16,119,79",16,119,79,19_jejunum
"16,119,80",16,119,80,19_jejunum
"16,119,81",16,119,81,19_jejunum
"16,119,82",16,119,82,19_jejunum
"16,119,83",16,119,83,19_jejunum
"16,119,84",16,119,84,19_jejunum
"16,119,85",16,119,85,19_jejunum
"16,119,86",16,119,86,19_jejunum
"16,119,87",16,119,87,19_jejunum
"16,119,88",16,119,88,19_jejunum
"16,119,89",16,119,89,19_jejunum
"16,119,90",16,119,90,19_jejunum
"16,119,91",16,119,91,19_jejunum
"16,119,100",16,119,100,27_skin
"16,119,101",16,119,101,27_skin
"16,119,102",16,119,102,27_skin
"16,119,103",16,119,103,27_skin
"16,119,104",16,119,104,27_skin
"16,119,105",16,119,105,27_skin
"16,119,106",16,119,106,27_skin
"16,119,107",16,119,107,27_skin
"16,119,108",16,119,108,27_skin
"16,119,109",16,119,109,27_skin
"16,119,110",16,119,110,27_skin
"16,119,111",16,119,111,27_skin
"16,119,112",16,119,112,27_skin
"16,119,113",16,119,113,27_skin
"16,119,114",16,119,114,27_skin
"16,119,115",16,119,115,27_skin
"16,119,116",16,119,116,27_skin
"16,119,117",16,119,117,27_skin
"16,119,118",16,119,118,27_skin
"16,119,167",16,119,167,42_esophagus
"16,119,168",16,119,168,42_esophagus
"16,119,169",16,119,169,42_esophagus
"16,119,170",16,119,170,42_esophagus
"16,119,171",16,119,171,42_esophagus
"16,119,172",16,119,172,42_esophagus
"16,119,173",16,119,173,42_esophagus
"16,119,174",16,119,174,42_esophagus
"16,119,175",16,119,175,42_esophagus
"16,119,176",16,119,176,42_esophagus
"16,119,177",16,119,177,42_esophagus
"16,119,178",16,119,178,42_esophagus
"16,119,179",16,119,179,42_esophagus
"16,119,180",16,119,180,42_esophagus
"16,119,181",16,119,181,42_esophagus
"16,120,29",16,120,29,04_right_colon
"16,120,30",16,120,30,04_right_colon
"16,120,31",16,120,31,04_right_colon
"16,120,32",16,120,32,04_right_colon
"16,120,70",16,120,70,19_jejunum
"16,120,71",16,120,71,19_jejunum
"16,120,72",16,120,72,19_jejunum
"16,120,73",16,120,73,19_jejunum
"16,120,74",16,120,74,19_jejunum
"16,120,75",16,120,75,19_jejunum
"16,120,76",16,120,76,19_jejunum
"16,120,77",16,120,77,19_jejunum
"16,120,78",16,120,78,19_jejunum
"16,120,79",16,120,79,19_jejunum
"16,120,80",16,120,80,19_jejunum
"16,120,81",16,120,81,19_jejunum
"16,120,82",16,120,82,19_jejunum
"16,120,83",16,120,83,19_jejunum
"16,120,84",16,120,84,19_jejunum
"16,120,85",16,120,85,19_jejunum
"16,120,86",16,120,86,19_jejunum
"16,120,87",16,120,87,19_jejunum
"16,120,88",16,120,88,19_jejunum
"16,120,89",16,120,89,19_jejunum
"16,120,90",16,120,90,19_jejunum
"16,120,101",16,120,101,27_skin
"16,120,109",16,120,109,27_skin
"16,120,110",16,120,110,27_skin
"16,120,111",16,120,111,27_skin
"16,120,112",16,120,112,27_skin
"16,120,113",16,120,113,27_skin
"16,120,114",16,120,114,27_skin
"16,120,115",16,120,115,27_skin
"16,120,116",16,120,116,27_skin
"16,120,117",16,120,117,27_skin
"16,120,167",16,120,167,42_esophagus
"16,120,168",16,120,168,42_esophagus
"16,120,169",16,120,169,42_esophagus
"16,120,170",16,120,170,42_esophagus
"16,120,171",16,120,171,42_esophagus
"16,120,172",16,120,172,42_esophagus
"16,120,173",16,120,173,42_esophagus
"16,120,174",16,120,174,42_esophagus
"16,120,175",16,120,175,42_esophagus
"16,120,176",16,120,176,42_esophagus
"16,120,177",16,120,177,42_esophagus
"16,120,178",16,120,178,42_esophagus
"16,120,179",16,120,179,42_esophagus
"16,120,180",16,120,180,42_esophagus
"16,120,181",16,120,181,42_esophagus
"16,120,182",16,120,182,42_esophagus
"16,121,16",16,121,16,04_right_colon
"16,121,30",16,121,30,04_right_colon
"16,121,31",16,121,31,04_right_colon
"16,121,71",16,121,71,19_jejunum
"16,121,72",16,121,72,19_jejunum
"16,121,73",16,121,73,19_jejunum
"16,121,74",16,121,74,19_jejunum
"16,121,75",16,121,75,19_jejunum
"16,121,76",16,121,76,19_jejunum
"16,121,77",16,121,77,19_jejunum
"16,121,78",16,121,78,19_jejunum
"16,121,79",16,121,79,19_jejunum
"16,121,80",16,121,80,19_jejunum
"16,121,81",16,121,81,19_jejunum
